Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GeneSymbol	GeneName	Sample_10uninfected	Sample_11infected	Sample_14uninfected	Sample_1infected	Sample_2infected	Sample_5uninfected	Sample_7infected	Sample_9uninfected
ENSMUSG00000002057	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	Foxn1	forkhead box N1	0	0	0	0	0	0	5	0
ENSMUSG00000021055	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	Esr2	estrogen receptor 2 (beta)	0	0	0	0	0	0	5	0
ENSMUSG00000025380	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	Fscn2	fascin actin-bundling protein 2	0	0	0	0	0	0	5	0
ENSMUSG00000063767	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	S100a7a	S100 calcium binding protein A7A	0	0	0	0	0	0	5	0
ENSMUSG00000077677	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	NA	NA	0	0	0	0	0	0	5	0
ENSMUSG00000083953	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	NA	NA	0	0	0	0	0	0	5	0
ENSMUSG00000084790	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	NA	NA	0	0	0	0	0	0	5	0
ENSMUSG00000085437	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	1700047A11Rik	RIKEN cDNA 1700047A11 gene	0	0	0	0	0	0	5	0
ENSMUSG00000086971	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	NA	NA	0	0	0	0	0	0	5	0
ENSMUSG00000090246	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	NA	NA	0	0	0	0	0	0	5	0
ENSMUSG00000092471	0.51536738617263	2.54094066221436	3.45626627419759	0.735169243522556	0.46223642780944	1	NA	NA	0	0	0	0	0	0	5	0
ENSMUSG00000052296	414.535764656543	-0.310740832129307	0.422691886779781	-0.735147377671814	0.462249743004509	0.937709379601875	Ppp6r1	protein phosphatase 6, regulatory subunit 1	491	452	427	406	244	329	285	434
ENSMUSG00000035203	245.969822510485	0.19500093645151	0.265267301675597	0.735111094431013	0.46227183813179	0.937709379601875	Epn1	epsin 1	251	208	154	342	296	255	231	285
ENSMUSG00000079502	2.1307398492089	1.31156799075206	1.78432304556192	0.735050748805981	0.462308587650097	1	Cfap77	cilia and flagella associated protein 77	0	6	0	0	1	2	3	4
ENSMUSG00000039579	11.8562468289329	1.98762711465943	2.70428648258553	0.734991328566301	0.462344775216392	0.937709379601875	Grin3a	glutamate receptor ionotropic, NMDA3A	0	0	0	0	76	5	16	20
ENSMUSG00000024078	5.21804378614727	-0.971515210868487	1.32189556018436	-0.734940974257446	0.462375442770277	0.937709379601875	Ttc27	tetratricopeptide repeat domain 27	6	0	1	0	2	17	15	11
ENSMUSG00000000682	4.00992880390042	1.10684955043243	1.50638683361601	0.734771126335116	0.462478894528677	0.937709379601875	Cd52	CD52 antigen	5	1	0	0	24	6	1	2
ENSMUSG00000053617	1147.81603329121	-0.141063423329015	0.191986943276484	-0.73475529596753	0.46248853722001	0.937709379601875	Sh3pxd2a	SH3 and PX domains 2A	1519	846	636	1118	1140	1273	1416	1790
ENSMUSG00000028797	90.3597193728519	-0.272688130510466	0.371328297583092	-0.734358604731563	0.462730208854531	0.937903087565299	Tmem234	transmembrane protein 234	150	61	53	105	48	98	126	125
ENSMUSG00000006782	80.4280897518459	-0.304368216106607	0.414537615058599	-0.734235459099608	0.462805245772811	0.937903087565299	Cnp	2',3'-cyclic nucleotide 3' phosphodiesterase	77	39	57	117	52	74	101	163
ENSMUSG00000079184	5.33518774782065	0.749595974023656	1.02099523457266	0.73418165789716	0.46283803084714	0.937903087565299	Mphosph8	M-phase phosphoprotein 8	4	1	1	18	7	5	5	9
ENSMUSG00000044296	1.94337291910335	-1.87278058715964	2.55086901592673	-0.734173560252076	0.462842965456711	1	Zfp879	zinc finger protein 879	0	0	0	0	0	0	4	16
ENSMUSG00000040829	28.4045732856815	0.723611653932133	0.985670481249862	0.73413140364574	0.462868655670169	0.937903087565299	Zmynd15	zinc finger, MYND-type containing 15	89	18	0	22	58	18	58	1
ENSMUSG00000091561	0.697785016569111	-2.05503736870933	2.80115700178608	-0.73363876690917	0.463168927163529	1	NA	NA	5	0	0	0	0	0	1	1
ENSMUSG00000052446	244.956425476594	-0.177411476798376	0.24185804895797	-0.733535549313915	0.46323185401242	0.938236312773045	Zfp961	zinc finger protein 961	352	187	118	207	327	339	227	349
ENSMUSG00000040351	137.70962747167	0.245300409886658	0.334410584615302	0.733530639195665	0.463234847596242	0.938236312773045	Ankib1	ankyrin repeat and IBR domain containing 1	182	126	65	109	151	198	226	105
ENSMUSG00000022575	25.1028159848581	0.502506658371486	0.685090321190453	0.733489647756666	0.46325983953497	0.938236312773045	Gsdmd	gasdermin D	35	21	5	64	33	33	5	26
ENSMUSG00000094724	4.76349351000294	-0.807414673429982	1.10118182600383	-0.733225571257454	0.463420861500125	0.938236312773045	Rnaset2b	ribonuclease T2B	11	1	6	6	5	1	3	4
ENSMUSG00000029246	13.2327216978894	-0.548307552773768	0.747816795548227	-0.733211069927632	0.463429704661654	0.938236312773045	Ppat	phosphoribosyl pyrophosphate amidotransferase	34	5	3	4	21	17	18	22
ENSMUSG00000043668	9.82212752151126	0.833245679824846	1.13653958308128	0.73314268348299	0.463471409164639	0.938236312773045	Tox3	TOX high mobility group box family member 3	18	0	0	11	44	8	6	10
ENSMUSG00000021482	5390.75974273668	0.239947969006556	0.3274650324696	0.732743790068122	0.46371471032053	0.938236312773045	Aaed1	AhpC/TSA antioxidant enzyme domain containing 1	7271	2323	876	7965	7825	7211	7875	8996
ENSMUSG00000032602	58.5430480526449	-0.353152301401884	0.481981092720954	-0.732709865045151	0.463735405840045	0.938236312773045	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	90	62	44	36	48	40	49	93
ENSMUSG00000058586	42.6268779165307	-0.343013533919944	0.468359072669619	-0.732372988879636	0.463940940683789	0.938236312773045	Serhl	serine hydrolase-like	94	35	25	42	36	55	38	31
ENSMUSG00000032311	2.21985568438061	1.47367251798861	2.01220118758236	0.732368377020595	0.463943754822575	1	Nrg4	neuregulin 4	2	0	0	0	16	3	0	1
ENSMUSG00000002608	624.828166869535	0.231409513721679	0.315974958997309	0.732366623152722	0.463944825028552	0.938236312773045	Ccdc97	coiled-coil domain containing 97	627	204	184	851	1142	984	866	915
ENSMUSG00000038143	739.415798816573	-0.192580614575557	0.262974712953116	-0.732316093866757	0.46397565846817	0.938236312773045	Stox2	storkhead box 2	819	623	583	730	685	969	739	787
ENSMUSG00000020364	0.49093600494995	-2.49520286606502	3.40735343043186	-0.732299398054743	0.463985846658516	1	Zfp354a	zinc finger protein 354A	4	0	0	0	0	1	0	0
ENSMUSG00000038843	0.49093600494995	-2.49520286606502	3.40735343043186	-0.732299398054743	0.463985846658516	1	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2	4	0	0	0	0	1	0	0
ENSMUSG00000065070	0.49093600494995	-2.49520286606502	3.40735343043186	-0.732299398054743	0.463985846658516	1	NA	NA	4	0	0	0	0	1	0	0
ENSMUSG00000065089	0.49093600494995	-2.49520286606502	3.40735343043186	-0.732299398054743	0.463985846658516	1	NA	NA	4	0	0	0	0	1	0	0
ENSMUSG00000069825	0.49093600494995	-2.49520286606502	3.40735343043186	-0.732299398054743	0.463985846658516	1	NA	NA	4	0	0	0	0	1	0	0
ENSMUSG00000087737	0.49093600494995	-2.49520286606502	3.40735343043186	-0.732299398054743	0.463985846658516	1	NA	NA	4	0	0	0	0	1	0	0
ENSMUSG00000032329	66.9419865913606	0.412603814972591	0.56362537884898	0.7320532936526	0.464136039997443	0.938236312773045	Hmg20a	high mobility group 20A	81	12	7	137	91	104	116	96
ENSMUSG00000025140	171.422353107278	-0.226238834500836	0.309084213952639	-0.731965025349057	0.464189915238474	0.938236312773045	Pycr1	pyrroline-5-carboxylate reductase 1	326	97	51	208	214	223	158	273
ENSMUSG00000031365	119.678582200872	0.230908558693255	0.315481996289642	0.731923093580461	0.464215509837002	0.938236312773045	Zfp275	zinc finger protein 275	182	102	32	142	166	170	127	133
ENSMUSG00000018001	313.811189550041	-0.238845785608125	0.32635944042054	-0.731848863634382	0.464260820743232	0.938236312773045	Cyth3	cytohesin 3	426	108	166	498	300	647	375	270
ENSMUSG00000067878	9.53227423083738	-0.835338063252473	1.14173930798838	-0.731636422962653	0.464390510842917	0.938236312773045	Map7d3	MAP7 domain containing 3	20	0	3	0	6	19	27	17
ENSMUSG00000021606	10.8941201912198	-0.537153022212737	0.734222081537794	-0.731594752758859	0.464415951900244	0.938236312773045	Ndufs6	NADH dehydrogenase (ubiquinone) Fe-S protein 6	29	7	5	11	5	14	14	10
ENSMUSG00000020777	114.610312214978	-0.23134160158759	0.316258757161269	-0.731494690183779	0.464477046626461	0.938236312773045	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	187	48	74	123	133	153	158	111
ENSMUSG00000027459	8.76852450431963	-0.60082158413214	0.821371165429369	-0.731486092305252	0.46448229640053	0.938236312773045	Fam110a	family with sequence similarity 110, member A	9	6	9	5	4	17	13	6
ENSMUSG00000015289	10.1135208113171	-0.528602562060706	0.722699661333342	-0.731427715194252	0.464517941722754	0.938236312773045	Lage3	L antigen family, member 3	18	3	5	8	16	10	10	21
ENSMUSG00000081142	0.685743818552615	-2.02971978695734	2.77509988750852	-0.731404226598709	0.464532284392511	1	NA	NA	4	0	0	0	1	2	0	0
ENSMUSG00000091956	0.685743818552615	-2.02971978695734	2.77509988750852	-0.731404226598709	0.464532284392511	1	C2cd4b	C2 calcium-dependent domain containing 4B	4	0	0	0	1	2	0	0
ENSMUSG00000070871	12.9559394099758	0.492496655349177	0.673490882924841	0.731259572825038	0.464620618702396	0.938236312773045	Ccnyl1	cyclin Y-like 1	12	10	2	22	10	18	23	20
ENSMUSG00000015937	1846.04992794789	0.141454506068592	0.193480958721518	0.731102982966869	0.464716252437467	0.938236312773045	H2afy	H2A histone family, member Y	2267	1045	655	2099	2306	2668	2958	2502
ENSMUSG00000022831	1.26685676523315	-1.58006062987323	2.1612625815928	-0.731082212467103	0.464728938375691	1	Hcls1	hematopoietic cell specific Lyn substrate 1	5	0	0	0	1	5	2	0
ENSMUSG00000038886	8975.3423102469	0.138372683871084	0.189312554264797	0.730921857815821	0.464826884207768	0.938236312773045	Man2a2	mannosidase 2, alpha 2	10005	4945	3160	11316	11375	13358	13255	12984
ENSMUSG00000004610	1519.86238649433	-0.223823448182675	0.306376702230415	-0.730549831476239	0.465054164918449	0.938236312773045	Etfb	electron transferring flavoprotein, beta polypeptide	1922	1525	1239	1442	1310	1640	1148	1678
ENSMUSG00000011463	959.399978803056	-0.118746099321344	0.162568680376927	-0.730436508717564	0.465123409059111	0.938236312773045	Cpb1	carboxypeptidase B1 (tissue)	1193	639	441	961	1129	1321	1146	1529
ENSMUSG00000046605	52.466033568084	-0.339221255027693	0.464480677136932	-0.730323717917953	0.465192333845942	0.938236312773045	B3gntl1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1	87	37	32	20	47	69	88	64
ENSMUSG00000028420	28.8223390551015	-0.436317643421045	0.597489724352286	-0.730251292428566	0.465236594983143	0.938236312773045	Tmem38b	transmembrane protein 38B	24	3	20	44	34	63	32	36
ENSMUSG00000025372	405.86613424793	-0.192787088310515	0.26406376120873	-0.730077794196555	0.465342633874436	0.938236312773045	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	579	288	203	394	614	492	278	644
ENSMUSG00000054293	56.8665612233305	0.574146769221874	0.786437850426732	0.730059939142469	0.465353547313621	0.938236312773045	P2ry10b	purinergic receptor P2Y, G-protein coupled 10B	134	35	7	15	229	61	21	21
ENSMUSG00000072294	267.316524439383	-0.255652905142664	0.350188434518836	-0.73004382767219	0.465363395154481	0.938236312773045	Klf12	Kruppel-like factor 12	315	58	141	281	378	352	401	481
ENSMUSG00000027800	135.961932442921	0.259091440140713	0.354957830158111	0.729921748804088	0.465438017388594	0.938236312773045	Tm4sf1	transmembrane 4 superfamily member 1	236	142	41	133	182	178	137	117
ENSMUSG00000039656	13.6153588433921	-0.645541986394681	0.884461481027078	-0.729870096372142	0.465469592585299	0.938236312773045	Rxrb	retinoid X receptor beta	27	1	8	2	11	26	36	13
ENSMUSG00000024312	36.2639662279765	0.37315079664206	0.511279607740155	0.729837042183978	0.465489799276788	0.938236312773045	Wdr46	WD repeat domain 46	38	43	14	64	21	52	32	37
ENSMUSG00000049411	42.8247077792121	0.390505424016712	0.535183145628501	0.729666894793774	0.465593821518787	0.938236312773045	Tmem241	transmembrane protein 241	67	35	5	40	94	70	37	41
ENSMUSG00000085337	2.36083629215039	1.21093502212832	1.65965242134442	0.729631702731701	0.465615338342892	1	NA	NA	6	0	0	4	7	0	5	1
ENSMUSG00000033857	7.66273793181101	1.92873287076047	2.64363292747697	0.729576655939603	0.465648995681105	0.938236312773045	Engase	endo-beta-N-acetylglucosaminidase	14	0	0	0	52	2	7	0
ENSMUSG00000037826	33.3655129254355	0.326089484825045	0.44712059212773	0.729309923466665	0.465812103438646	0.938236312773045	Ppm1k	protein phosphatase 1K (PP2C domain containing)	43	28	12	45	51	52	31	27
ENSMUSG00000062184	1.90317773245658	1.88733399119471	2.5878634724209	0.729301994215771	0.465816952686557	1	Hs6st2	heparan sulfate 6-O-sulfotransferase 2	0	8	0	0	0	4	0	0
ENSMUSG00000039345	24.0913269766223	0.463808335876705	0.636024713177216	0.729230053907471	0.465860950102521	0.938236312773045	Mettl22	methyltransferase like 22	26	32	11	7	47	26	22	24
ENSMUSG00000026353	143.591474916267	0.256171236385079	0.35129339861464	0.729223029511272	0.465865246222281	0.938236312773045	Ubxn4	UBX domain protein 4	142	164	49	102	176	234	174	177
ENSMUSG00000034663	390.463748488206	0.278976818368008	0.382621613037463	0.729119341046459	0.465928664633138	0.938236312773045	Bmp2k	BMP2 inducible kinase	468	103	83	656	595	707	608	455
ENSMUSG00000075229	8.8381642755475	-0.653164783929764	0.896243417506707	-0.728780564711792	0.466135901979685	0.938236312773045	Ccdc58	coiled-coil domain containing 58	13	0	6	16	5	9	11	19
ENSMUSG00000001855	456.205004011858	0.210789318119643	0.289270585404926	0.728692541706501	0.466189756070593	0.938236312773045	Nup214	nucleoporin 214	582	221	121	759	574	812	601	499
ENSMUSG00000040746	245.679141644767	0.199810483541447	0.274208571218749	0.72868066323882	0.466197023799771	0.938236312773045	Rnf167	ring finger protein 167	216	129	92	402	284	397	332	343
ENSMUSG00000024168	307.920015296936	-0.24001324209362	0.329383488309614	-0.728674176490635	0.466200992682439	0.938236312773045	Tmem204	transmembrane protein 204	441	295	247	247	303	313	259	325
ENSMUSG00000032788	714.072863263979	0.15027375521881	0.206237562489114	0.728643964780867	0.466219477804888	0.938236312773045	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase	821	454	283	1004	707	1137	1048	834
ENSMUSG00000046079	297.982105318372	0.281816559142384	0.386803458971868	0.728578177380984	0.466259731424565	0.938236312773045	Lrrc8d	leucine rich repeat containing 8D	440	237	38	289	533	494	315	367
ENSMUSG00000049115	9.8205393953925	-0.708712002680462	0.972939440344448	-0.728423551654519	0.466354350530488	0.938236312773045	Agtr1a	angiotensin II receptor, type 1a	11	8	17	11	4	6	5	2
ENSMUSG00000031600	73.5371554442814	0.449867759129929	0.617760940364757	0.728223054802242	0.466477055122633	0.938236312773045	Vps37a	vacuolar protein sorting 37A	77	36	2	63	185	91	96	150
ENSMUSG00000044224	3.5457410462569	1.36702093685121	1.87754892601635	0.728088050281418	0.466559688332656	0.938236312773045	Dnajc21	DnaJ heat shock protein family (Hsp40) member C21	6	0	0	24	0	3	0	1
ENSMUSG00000051978	2.95158577344594	-1.063899815281	1.46133069437498	-0.728034947446335	0.466592193601435	0.938236312773045	Erich1	glutamate rich 1	3	0	0	7	1	7	1	11
ENSMUSG00000040010	405.484606139669	0.276624082649224	0.379979462585433	0.727997457460029	0.466615142701371	0.938236312773045	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	459	193	66	535	745	422	496	854
ENSMUSG00000026750	49.9021826460539	-0.314045885423193	0.431444924421779	-0.727893336198301	0.466678882719591	0.938236312773045	Psmb7	proteasome (prosome, macropain) subunit, beta type 7	96	31	21	73	32	51	51	83
ENSMUSG00000082279	4.06447638555822	1.30486937076011	1.79288721154944	0.727803379015919	0.466733955788942	0.938236312773045	NA	NA	0	0	0	7	20	0	1	12
ENSMUSG00000036061	37.4376180046265	0.646896863470561	0.889036975582152	0.727637748752762	0.466835366428378	0.938265079987483	Smug1	single-strand selective monofunctional uracil DNA glycosylase	32	0	1	81	59	80	79	39
ENSMUSG00000032382	186.106879565178	-0.236194988637224	0.324645441664874	-0.727547528238649	0.466890610992785	0.938265079987483	Snx1	sorting nexin 1	152	138	159	216	170	248	174	235
ENSMUSG00000040481	635.513538222864	0.135442966025896	0.186197746793364	0.727414635023516	0.466971991859842	0.938285591935421	Bptf	bromodomain PHD finger transcription factor	663	356	325	770	910	926	848	724
ENSMUSG00000084960	4.13402285836753	-1.09125100004115	1.50120184805499	-0.726918236514969	0.467276044905552	0.938753444070388	B430010I23Rik	RIKEN cDNA B430010I23 gene	6	0	6	8	0	8	4	0
ENSMUSG00000036502	78.135303718396	-0.453892296992737	0.624769292674348	-0.726495847851027	0.467534852000241	0.939107313053432	Tmem255a	transmembrane protein 255A	62	8	99	43	100	76	157	74
ENSMUSG00000042541	19.4136648859507	-0.424055114054876	0.583777714948954	-0.726398256041608	0.467594660007792	0.939107313053432	Sem1	SEM1, 26S proteasome complex subunit	32	19	8	12	12	25	22	36
ENSMUSG00000031957	0.482852908700642	-2.47682245197284	3.41108959066688	-0.726108882847787	0.467772023934586	1	Ctrb1	chymotrypsinogen B1	3	0	0	0	0	2	0	0
ENSMUSG00000067038	0.482852908700642	-2.47682245197284	3.41108959066688	-0.726108882847787	0.467772023934586	1	NA	NA	3	0	0	0	0	2	0	0
ENSMUSG00000088639	0.482852908700642	-2.47682245197284	3.41108959066688	-0.726108882847787	0.467772023934586	1	Mir1955	microRNA 1955	3	0	0	0	0	2	0	0
ENSMUSG00000023349	0.501257286265378	2.46685780907738	3.39759752316553	0.726059455911959	0.467802322642608	1	Clec4n	C-type lectin domain family 4, member n	0	1	0	0	0	0	3	0
ENSMUSG00000027500	0.501257286265378	2.46685780907738	3.39759752316553	0.726059455911959	0.467802322642608	1	Stmn2	stathmin-like 2	0	1	0	0	0	0	3	0
ENSMUSG00000075707	0.501257286265378	2.46685780907738	3.39759752316553	0.726059455911959	0.467802322642608	1	Dio3	deiodinase, iodothyronine type III	0	1	0	0	0	0	3	0
ENSMUSG00000097592	0.501257286265378	2.46685780907738	3.39759752316553	0.726059455911959	0.467802322642608	1	NA	NA	0	1	0	0	0	0	3	0
ENSMUSG00000083796	2.80982053570046	-1.19293300867485	1.64306029566108	-0.726043354480112	0.467812193053949	0.939363991273804	NA	NA	13	0	0	7	1	3	0	4
ENSMUSG00000000182	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Fgf23	fibroblast growth factor 23	5	0	0	0	0	0	0	0
ENSMUSG00000022705	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Drd3	dopamine receptor D3	5	0	0	0	0	0	0	0
ENSMUSG00000024575	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Pde6a	phosphodiesterase 6A, cGMP-specific, rod, alpha	5	0	0	0	0	0	0	0
ENSMUSG00000028072	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	5	0	0	0	0	0	0	0
ENSMUSG00000031452	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	1700029H14Rik	RIKEN cDNA 1700029H14 gene	5	0	0	0	0	0	0	0
ENSMUSG00000031831	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Dnaaf1	dynein, axonemal assembly factor 1	5	0	0	0	0	0	0	0
ENSMUSG00000043144	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Aqp6	aquaporin 6	5	0	0	0	0	0	0	0
ENSMUSG00000045928	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	4933440M02Rik	RIKEN cDNA 4933440M02 gene	5	0	0	0	0	0	0	0
ENSMUSG00000050994	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Adgb	androglobin	5	0	0	0	0	0	0	0
ENSMUSG00000055114	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	NA	NA	5	0	0	0	0	0	0	0
ENSMUSG00000056071	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	S100a9	S100 calcium binding protein A9 (calgranulin B)	5	0	0	0	0	0	0	0
ENSMUSG00000069785	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	NA	NA	5	0	0	0	0	0	0	0
ENSMUSG00000073494	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Sh2d1b2	SH2 domain containing 1B2	5	0	0	0	0	0	0	0
ENSMUSG00000074555	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Gm10714	predicted gene 10714	5	0	0	0	0	0	0	0
ENSMUSG00000078521	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	Aunip	aurora kinase A and ninein interacting protein	5	0	0	0	0	0	0	0
ENSMUSG00000082144	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	NA	NA	5	0	0	0	0	0	0	0
ENSMUSG00000083473	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	NA	NA	5	0	0	0	0	0	0	0
ENSMUSG00000085024	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	C230035I16Rik	RIKEN cDNA C230035I16 gene	5	0	0	0	0	0	0	0
ENSMUSG00000085713	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	NA	NA	5	0	0	0	0	0	0	0
ENSMUSG00000087289	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	4933424M12Rik	RIKEN cDNA 4933424M12 gene	5	0	0	0	0	0	0	0
ENSMUSG00000097154	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	NA	NA	5	0	0	0	0	0	0	0
ENSMUSG00000097650	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	NA	NA	5	0	0	0	0	0	0	0
ENSMUSG00000099616	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	4932413F04Rik	RIKEN cDNA 4932413F04 gene	5	0	0	0	0	0	0	0
ENSMUSG00000101724	0.499019101199257	-2.51271943237929	3.46215841170025	-0.725766742471296	0.467981778246293	1	NA	NA	5	0	0	0	0	0	0	0
ENSMUSG00000085417	2.24638750769169	1.55861206982174	2.14782809717692	0.725668907986797	0.468041766728668	1	NA	NA	0	0	0	11	0	6	5	0
ENSMUSG00000020156	16.9481465535424	0.900088295435372	1.2403805500859	0.725654957563661	0.468050320958409	0.939363991273804	Mum1	melanoma associated antigen (mutated) 1	32	39	0	33	1	15	0	13
ENSMUSG00000040250	19.4727247684559	0.606466198343724	0.835778133299879	0.725630611977404	0.468065249583132	0.939363991273804	Ints13	integrator complex subunit 13	20	0	7	40	46	35	26	8
ENSMUSG00000038324	1369.98466678758	0.131693606080417	0.181491410278756	0.725618947354845	0.468072402380605	0.939363991273804	Trpc4ap	transient receptor potential cation channel, subfamily C, member 4 associated protein	1793	1042	491	1487	1557	1973	1909	1754
ENSMUSG00000047766	426.106278554362	0.144034509966045	0.198516662507882	0.72555375526891	0.468112379566984	0.939363991273804	Lrrc49	leucine rich repeat containing 49	465	298	168	587	483	557	524	645
ENSMUSG00000059796	15.0891113849074	-0.565717392399185	0.779963674856898	-0.725312486511605	0.46826034719607	0.939363991273804	Eif4a1	eukaryotic translation initiation factor 4A1	33	7	7	1	27	25	18	17
ENSMUSG00000021388	1069.27897856546	0.195714092513227	0.26985014800884	0.725269539251152	0.46828668902113	0.939363991273804	Aspn	asporin	1318	1098	651	1408	936	986	1089	1155
ENSMUSG00000068015	134.219556698302	-0.271700341920993	0.374624718252141	-0.72526005008064	0.468292509341685	0.939363991273804	Lrch1	leucine-rich repeats and calponin homology (CH) domain containing 1	130	57	134	132	174	143	167	143
ENSMUSG00000028343	49.7108920695072	0.336869594721334	0.464634397932216	0.725020782405521	0.468439280883331	0.93951544802753	Erp44	endoplasmic reticulum protein 44	62	47	8	84	46	61	51	82
ENSMUSG00000047013	3.94970637550243	-1.11041049690591	1.53192876007707	-0.724844735501962	0.468547287808961	0.939543459992862	Fbxo41	F-box protein 41	3	0	0	3	0	22	9	4
ENSMUSG00000036790	12.6820059927083	-0.772361180147673	1.06575388501991	-0.7247087634433	0.468630717761856	0.939543459992862	Slitrk2	SLIT and NTRK-like family, member 2	1	7	4	18	0	36	14	37
ENSMUSG00000055943	95.4966811105105	0.267886650485072	0.369677525139384	0.724649545259934	0.468667055519461	0.939543459992862	Emc7	ER membrane protein complex subunit 7	79	89	55	82	107	78	147	150
ENSMUSG00000024513	100.688759258177	0.231508245226707	0.319549779578857	0.724482568981326	0.468769524735209	0.939605997352023	Mbd2	methyl-CpG binding domain protein 2	84	87	60	119	139	143	101	101
ENSMUSG00000029486	28.9996763660496	-0.477517771665599	0.659330846651879	-0.72424606567471	0.468914682183477	0.939633471729474	Mrpl1	mitochondrial ribosomal protein L1	14	17	26	29	6	42	49	53
ENSMUSG00000028459	3.15853742656916	-1.3216680445655	1.82529128148815	-0.724086099555546	0.469012877883538	0.939633471729474	Cd72	CD72 antigen	0	1	0	0	0	13	7	11
ENSMUSG00000026383	50.7445944659463	0.413443180741365	0.571059284508543	0.723993448591203	0.46906975716831	0.939633471729474	Epb41l5	erythrocyte membrane protein band 4.1 like 5	39	8	11	89	116	73	58	87
ENSMUSG00000024120	40.2013843858617	0.340739659509527	0.470745643131979	0.723829661476008	0.469170316928906	0.939633471729474	Lrpprc	leucine-rich PPR-motif containing	42	21	9	74	60	43	43	75
ENSMUSG00000038784	543.382083183119	0.214317106480217	0.296099545861157	0.723800861824732	0.469188000175292	0.939633471729474	Cnot4	CCR4-NOT transcription complex, subunit 4	604	222	164	579	882	960	934	640
ENSMUSG00000033446	27.0830919229062	0.390411601118316	0.539418684264355	0.723763585702911	0.469210888598583	0.939633471729474	Lpar6	lysophosphatidic acid receptor 6	33	29	7	14	43	31	39	38
ENSMUSG00000069309	0.482573572781163	-2.47610706849905	3.42225556237803	-0.72353073093655	0.469353880926843	1	Hist1h2an	histone cluster 1, H2an	1	0	0	0	0	0	0	4
ENSMUSG00000070527	0.482573572781163	-2.47610706849905	3.42225556237803	-0.72353073093655	0.469353880926843	1	Mkrn3	makorin, ring finger protein, 3	1	0	0	0	0	0	0	4
ENSMUSG00000079645	0.482573572781163	-2.47610706849905	3.42225556237803	-0.72353073093655	0.469353880926843	1	NA	NA	1	0	0	0	0	0	0	4
